norad_cat_id,sat_id,name,names,image,status,decayed,launched,deployed,website,operator,countries,telemetries,updated,citation,associated_satellites
43119,ZFMS-4002-4415-0912-8857,FLOCK 3P'-3,,,alive,,2018-01-12,,,None,US,[],2021-07-21T10:11:42.494764Z,CITATION NEEDED - https://xkcd.com/285/,[]
43120,QJUA-5173-9010-1350-3818,FLOCK 3P'-2,,,alive,,2018-01-12,,,None,US,[],2021-07-21T10:11:42.496256Z,CITATION NEEDED - https://xkcd.com/285/,[]
43121,HZNM-4543-8041-8799-5774,FLOCK 3P'-1,,,alive,,2018-01-12,,,None,US,[],2021-07-21T10:11:42.497696Z,CITATION NEEDED - https://xkcd.com/285/,[]
43122,GRUX-3414-1454-0744-7144,FLOCK 3P'-4,,,alive,,2018-01-12,,,None,US,[],2021-07-21T10:11:42.499196Z,CITATION NEEDED - https://xkcd.com/285/,[]
43130,TTZE-1727-1375-5199-7643,ARKYD 6A,A6A,satellites/arkyd-6__1.jpg,alive,,2018-01-12,,,None,US,[],2021-10-12T07:22:47.059028Z,CITATION NEEDED - https://xkcd.com/285/,[]
43132,HJCD-0974-5560-7412-4382,PICSAT,,satellites/picsat_DIB6RSF.jpg,alive,,2018-01-12,,,None,FR,[],2021-07-21T10:11:42.502107Z,CITATION NEEDED - https://xkcd.com/285/,[]
43133,WQDE-2540-1175-6859-2485,CNUSAIL-1,,,alive,,2018-01-12,,,None,SKOR,[],2021-07-21T10:11:42.503615Z,CITATION NEEDED - https://xkcd.com/285/,[]
43137,FVKF-5969-0532-6737-5899,FOX-1D,AO-92,satellites/Fox-1Ds-819x1024.jpg,alive,,2018-01-12,,,None,US,[{'decoder': 'fox'}],2021-07-21T10:11:42.505092Z,CITATION NEEDED - https://xkcd.com/285/,[]
43138,KSZD-6429-1027-3362-8216,STEP-1,,satellites/26231665.jpg,alive,,2018-01-12,,,None,SKOR,[],2021-07-21T10:11:42.506610Z,CITATION NEEDED - https://xkcd.com/285/,[]
43155,RQIQ-3113-9381-2241-7916,Xiaoxiang-2,"TY-2
TianYi 2",,alive,,2018-01-19,,,None,PRC,[],2021-07-21T10:11:42.508047Z,CITATION NEEDED - https://xkcd.com/285/,[]
43156,YFPC-1248-4077-8296-8715,ZHOU ENLAI,HA-1,,alive,,2018-01-19,,,None,PRC,[],2021-07-21T10:11:42.510995Z,CITATION NEEDED - https://xkcd.com/285/,[]
43158,YAZV-7302-9755-5634-8209,QUANTUTONG 1,"QTT 1
TY-6
TianYi 6",,alive,,2018-01-19,,,None,PRC,[],2021-07-21T10:11:42.514477Z,CITATION NEEDED - https://xkcd.com/285/,[]
43159,RLBW-6475-5693-8414-2187,JILIN-01-07,Jilin-1 SP-07,satellites/jilin-1-video-04__1_azgTuFX.jpg,alive,,2018-01-19,,,CIOMP,PRC,[],2021-07-21T10:11:42.517812Z,CITATION NEEDED - https://xkcd.com/285/,[]
43160,BXHU-9381-4568-5385-3464,JILIN-01-08,Jilin-1 SP-08,satellites/jilin-1-video-04__1_piqkwsJ.jpg,alive,,2018-01-19,,,CIOMP,PRC,[],2021-07-21T10:11:42.521190Z,CITATION NEEDED - https://xkcd.com/285/,[]
43186,XPSM-2524-2392-8428-5297,S-NET D,DP0TBE,,alive,,2018-02-01,,,None,GER,[],2021-07-21T10:11:42.524379Z,CITATION NEEDED - https://xkcd.com/285/,[]
43187,EFAY-8089-9221-6385-2409,S-NET B,DP0TBC,,alive,,2018-02-01,,,None,GER,[],2021-07-21T10:11:42.527360Z,CITATION NEEDED - https://xkcd.com/285/,[]
43188,MCHL-8693-9902-0813-2147,S-NET A,DP0TBB,,alive,,2018-02-01,,,None,GER,[],2021-07-21T10:11:42.530393Z,CITATION NEEDED - https://xkcd.com/285/,[]
43189,GRBF-7624-2517-1207-4873,S-NET C,DP0TBD,,alive,,2018-02-01,,,None,GER,[],2021-07-21T10:11:42.533344Z,CITATION NEEDED - https://xkcd.com/285/,[]
43192,VSAI-0421-6115-4256-1234,FengMaNiu 1,FMN-1,,alive,,2018-02-02,,,None,PRC,[],2021-07-21T10:11:42.536358Z,CITATION NEEDED - https://xkcd.com/285/,[]
43196,LQPY-8821-4598-4140-0055,GOMX4-B,,satellites/unnamed.jpg,alive,,2018-02-02,,,None,DEN,[],2021-10-09T14:50:52.749065Z,VK5Q1 and SV1QVE survey,[]
43199,UFIT-6008-6845-0096-1151,SHAONIAN XING,,,alive,,2018-02-02,,,None,PRC,[],2021-07-21T10:11:42.542188Z,CITATION NEEDED - https://xkcd.com/285/,[]
43466,VWFS-8293-1536-2839-9284,1KUNS-PF,1KUNS,satellites/1KUNS.png,re-entered,2020-06-11,1998-11-20,,,None,KEN,[],2021-07-21T10:11:42.545141Z,CITATION NEEDED - https://xkcd.com/285/,[]
43467,UZLP-5382-5760-6380-2860,UBAKUSAT,,satellites/ubakusat-cubesat.jpg,re-entered,2020-12-27,1998-11-20,,,None,TURK,[],2021-07-21T10:11:42.547823Z,CITATION NEEDED - https://xkcd.com/285/,[]
43468,QHGB-5011-7406-7134-6581,IRAZU,"Irazú
BATSU-CS1",satellites/satelite-irazu-tec.png,re-entered,2020-03-04,1998-11-20,,,None,CRI,[{'decoder': 'irazu'}],2021-07-21T10:11:42.550519Z,CITATION NEEDED - https://xkcd.com/285/,[]
43485,QWJS-4478-4513-2046-4348,LUOJIA-1 01,,,alive,,2018-06-02,,,None,PRC,[],2021-07-21T10:11:42.553210Z,CITATION NEEDED - https://xkcd.com/285/,[]
43551,OYTI-8726-8857-0789-4716,ENDUROSAT ONE,ENDUROSAT AD,satellites/Endurosat.jpg,re-entered,2020-10-15,1998-11-20,,,None,BUL,[],2021-07-21T10:11:42.555818Z,CITATION NEEDED - https://xkcd.com/285/,[]
43552,SABJ-3457-7659-3993-3753,EQUiSat,,satellites/equisat.jpg,re-entered,2020-12-26,1998-11-20,,,None,US,[{'decoder': 'equisat'}],2021-07-21T10:11:42.558338Z,CITATION NEEDED - https://xkcd.com/285/,[]
43553,ZJCQ-6364-2928-4931-9019,RADSAT-G,,satellites/radsat.jpg,re-entered,2021-04-05,1998-11-20,,,None,US,[],2021-07-21T10:11:42.560841Z,CITATION NEEDED - https://xkcd.com/285/,[]
43589,AWFF-8025-3088-3256-6290,UiTMSat-1,"JG6YKN
BIRD-MY",satellites/uitmsat.png,re-entered,2020-11-20,1998-11-20,,,None,MALA,[],2021-07-21T10:11:42.563345Z,CITATION NEEDED - https://xkcd.com/285/,[]
43590,MWXV-7244-7952-4540-2800,MAYA-1,"JG6YKM
BIRD-PH",satellites/maya-1.png,re-entered,2020-11-20,1998-11-20,,,None,RP,[],2021-07-21T10:11:42.565825Z,CITATION NEEDED - https://xkcd.com/285/,[]
43591,XGQW-0108-4259-0432-9009,BHUTAN-1,"JG6YKL
BIRD-BT",satellites/Bhutan-1.png,re-entered,2020-11-18,1998-11-20,,,None,BHUT,[],2021-07-21T10:11:42.568352Z,CITATION NEEDED - https://xkcd.com/285/,[]
43595,BLWY-9945-8549-3046-3067,SiriusSat-1,RS13S,satellites/SiriusSat.png,re-entered,2020-12-09,1998-11-20,,https://sputnix.ru/en/satellites/in-orbit/siriussat-1-en,None,CIS,[{'decoder': 'siriussat'}],2021-07-21T10:11:42.571004Z,CITATION NEEDED - https://xkcd.com/285/,[]
43596,OWBN-9783-9030-5673-9344,SiriusSat-2,RS14S,satellites/SiriusSat_Q5EGcM6.png,re-entered,2020-12-09,1998-11-20,,https://sputnix.ru/en/satellites/in-orbit/siriussat-2-en,None,CIS,[{'decoder': 'siriussat'}],2021-07-21T10:11:42.573613Z,CITATION NEEDED - https://xkcd.com/285/,[]
43597,DYGX-2292-8178-2790-2062,Tanusha-3,Tanusha-SWSU-3 (RS-8)RS8S,,re-entered,2020-09-05,1998-11-20,,,None,CIS,[],2021-07-21T10:11:42.576422Z,CITATION NEEDED - https://xkcd.com/285/,[]
43598,PGHZ-9811-8576-7503-9559,Tanusha-4,"Tanusha-SWSU-4 (RS-9)
RS9S",,re-entered,2020-08-24,1998-11-20,,,None,CIS,[],2021-07-21T10:11:42.578982Z,CITATION NEEDED - https://xkcd.com/285/,[]
43614,GJWI-0355-3023-2147-0500,SurfSat,,satellites/SurfSAT_41476485_Medium-286x400.png,alive,,2018-09-15,,,None,US,[],2021-07-21T10:11:42.581443Z,CITATION NEEDED - https://xkcd.com/285/,[]
43615,MUDL-3446-6586-9825-4790,CP7 (DAVE),,satellites/dave.png,alive,,2018-09-15,,,None,US,[],2021-07-21T10:11:42.583885Z,CITATION NEEDED - https://xkcd.com/285/,[]
43616,JQOK-1219-5774-2073-2907,ELFIN-B,"ELFIN-STAR
WJ2XOX",satellites/ELFIN.jpg,alive,,2018-09-15,,,None,US,[{'decoder': 'elfin'}],2021-07-21T10:11:42.586294Z,CITATION NEEDED - https://xkcd.com/285/,[]
43617,JSEY-1831-4025-6206-5301,ELFIN-A,WJ2XNX,satellites/ELFIN_KFgi12l.jpg,alive,,2018-09-15,,,None,US,[{'decoder': 'elfin'}],2021-07-21T10:11:42.588745Z,CITATION NEEDED - https://xkcd.com/285/,[]
43640,GMXL-7215-1950-4661-9393,STARS-Me,"JJ2YPL
JJ2YPM",,re-entered,2021-06-26,1998-11-20,,,None,JPN,[],2021-07-21T10:11:42.591042Z,CITATION NEEDED - https://xkcd.com/285/,[]
43656,YIDE-3824-4144-2209-0731,CZ-4B R/B,,,alive,,2018-10-24,,,None,PRC,[],2021-07-21T10:11:42.593523Z,CITATION NEEDED - https://xkcd.com/285/,[]
43666,WMQB-0532-9164-6364-5821,CubeBel-1,BSUSat-1,satellites/BSUSat_1.jpg,alive,,2018-10-29,,,None,PRC,[{'decoder': 'cubebel1'}],2021-07-21T10:11:42.595733Z,CITATION NEEDED - https://xkcd.com/285/,[]
43669,DWZS-2247-2262-5163-7605,CHANGSHAGAOXIN,TY 4-01,,alive,,2018-10-29,,,None,PRC,[],2021-07-21T10:11:42.597943Z,CITATION NEEDED - https://xkcd.com/285/,[]
43677,ILWB-0355-7294-3027-0757,Ten-Koh,JG6YKYTENKOH,,alive,,2018-10-29,,http://kit-okuyama-lab.com/en/ten-koh,None,JPN,[],2021-07-21T10:11:42.600068Z,CITATION NEEDED - https://xkcd.com/285/,[]
43678,HIEK-3729-5596-2727-4744,DIWATA-2,PO-101,,alive,,2018-10-29,,http://phl-microsat.upd.edu.ph/diwata2,None,RP,[],2021-10-14T08:48:01.672176Z,CITATION NEEDED - https://xkcd.com/285/,[]
43679,VBFH-2959-0036-6917-5389,Stars-AO,JJ2YSY,,alive,,2018-10-29,,,None,JPN,[],2021-07-21T10:11:42.604443Z,CITATION NEEDED - https://xkcd.com/285/,[]
43681,NIBO-3128-7883-5467-7817,AUTcube2,JJ2YTA,,alive,,2018-10-29,,,None,JPN,[],2021-07-21T10:11:42.606544Z,CITATION NEEDED - https://xkcd.com/285/,[]
43689,ZYIO-9572-5451-0893-4246,METOP-C,Meteorological operational satellite - C,satellites/MetOp_Auto3F.jpeg,alive,,2018-11-07,,,None,EUME,[],2021-07-21T10:11:42.608601Z,CITATION NEEDED - https://xkcd.com/285/,[]
43693,EAWD-1582-5167-4636-1368,IRVINE-01,,satellites/irvine.jpg,alive,,2018-11-11,,,None,US,[{'decoder': 'irvine'}],2021-07-21T10:11:42.610654Z,CITATION NEEDED - https://xkcd.com/285/,[]
43699,OUSK-8135-6441-7153-9709,GSLV R/B,,,re-entered,2019-05-12,2018-11-14,,,None,IND,[],2021-07-21T10:11:42.612666Z,CITATION NEEDED - https://xkcd.com/285/,[]
43700,LBQI-9987-6865-3928-8294,Es'hail 2,QO-100,satellites/Eshail_2.jpg,alive,,2018-11-15,,,None,AB,[{'decoder': 'eshail2'}],2021-07-21T10:11:42.614696Z,CITATION NEEDED - https://xkcd.com/285/,[]
43721,EKKN-6409-4479-1170-0607,FACSAT-1,,,alive,,2018-11-29,,,None,COL,[],2021-07-21T10:11:42.616781Z,CITATION NEEDED - https://xkcd.com/285/,[]
43722,UESS-5249-7079-4000-7571,Centauri-2,,,alive,,2018-11-29,,,None,US,[],2021-07-21T10:11:42.618803Z,CITATION NEEDED - https://xkcd.com/285/,[]
43728,NFHA-0834-8162-4474-6973,3CAT-1,,,alive,,2018-11-29,,,None,SPN,[],2021-07-21T10:11:42.620818Z,CITATION NEEDED - https://xkcd.com/285/,[]
43738,UUUL-8721-0443-0737-3074,InnoSat 2,,satellites/innosat2.jpg,alive,,2018-11-29,,,None,MALA,[],2021-07-21T10:11:42.622812Z,CITATION NEEDED - https://xkcd.com/285/,[]
43743,ILUP-3176-4624-1525-3825,Reaktor Hello World,OH2RHW1,,alive,,2018-11-29,,,None,FIN,[],2021-07-21T10:11:42.624833Z,CITATION NEEDED - https://xkcd.com/285/,[]
43758,XQNL-8221-6393-9116-3452,MinXSS 2,,,alive,,2018-12-03,,,None,US,[{'decoder': 'minxss'}],2021-07-21T10:11:42.626853Z,CITATION NEEDED - https://xkcd.com/285/,[]
43759,KRVN-6468-4574-3162-9980,SIRION PATHFINDER-2,,,alive,,2018-12-03,,,None,US,[],2021-07-21T10:11:42.628827Z,CITATION NEEDED - https://xkcd.com/285/,[]
43768,MSIH-7029-5546-1995-2723,AISTECHSAT-2,,satellites/aistechsat-2__1.jpg,alive,,2018-12-03,,,None,SPN,[],2021-07-21T10:11:42.631536Z,CITATION NEEDED - https://xkcd.com/285/,[]
43770,KHIK-6754-7801-4022-8938,FOX-1C,"AO-95
Fox-1Cliff",,alive,,2018-12-03,,,None,US,[{'decoder': 'fox'}],2021-07-21T10:11:42.634748Z,CITATION NEEDED - https://xkcd.com/285/,[]
43772,AORC-4589-7955-4109-3531,RANGE A,,,alive,,2018-12-03,,,None,US,[],2021-07-21T10:11:42.638638Z,CITATION NEEDED - https://xkcd.com/285/,[]
43773,OTVL-0209-5913-2544-1321,RANGE B,,,alive,,2018-12-03,,,None,US,[],2021-07-21T10:11:42.642416Z,CITATION NEEDED - https://xkcd.com/285/,[]
43775,WCZP-3098-6956-3307-3655,OBJECT T,,,alive,,2018-12-03,,,None,TBD,[],2021-07-21T10:11:42.645759Z,CITATION NEEDED - https://xkcd.com/285/,[]
43780,JWFD-9682-9871-6006-7786,MOVE-II,DP0MVE,,alive,,2018-12-03,,,None,GER,[],2021-07-21T10:11:42.649016Z,CITATION NEEDED - https://xkcd.com/285/,[]
43781,AXGR-6774-7416-7184-3918,VESTA-1,,,alive,,2018-12-03,,,None,CA,[],2021-07-21T10:11:42.651920Z,CITATION NEEDED - https://xkcd.com/285/,[]
43782,XMWA-7479-5747-5343-7120,SNUSAT-2,,,alive,,2018-12-03,,,None,SKOR,[],2021-07-21T10:11:42.654682Z,CITATION NEEDED - https://xkcd.com/285/,[]
43784,SVDW-0245-3507-2344-8404,SNUGLITE,DS0DH,,alive,,2018-12-03,,,None,SKOR,[],2021-07-21T10:11:42.657410Z,CITATION NEEDED - https://xkcd.com/285/,[]
43786,FDZF-3106-8767-3766-2200,ITASAT 1,ITASAT-14,,alive,,2018-12-03,,,None,BRAZ,[],2021-07-21T10:11:42.661291Z,CITATION NEEDED - https://xkcd.com/285/,[]
43787,NHQA-6504-1011-2518-4894,KAZSCISAT-1,,,alive,,2018-12-03,,,None,KAZ,[],2021-07-21T10:11:42.664284Z,CITATION NEEDED - https://xkcd.com/285/,[]
43790,NMSF-0466-6077-1186-9611,Eaglet-I,,,alive,,2018-12-03,,,None,IT,[],2021-07-21T10:11:42.667008Z,CITATION NEEDED - https://xkcd.com/285/,[]
43792,SEXU-2964-9908-3979-4793,ESEO,FunCube 4,satellites/ESEO_bottom_view_pillars.png,alive,,2018-12-03,,https://www.esa.int/Education/ESEO/About_ESEO_-_the_European_Student_Earth_Orbiter,ESA,ESA,[],2021-07-21T10:11:42.669757Z,CITATION NEEDED - https://xkcd.com/285/,[]
43793,CKMD-9513-1025-4842-0352,CSIM-FD,,satellites/CSIM_Image_Instrument.jpeg,alive,,2018-12-03,,,None,US,[{'decoder': 'csim'}],2021-07-21T10:11:42.672438Z,CITATION NEEDED - https://xkcd.com/285/,[]
43798,QSPU-9204-4923-5881-5072,Astrocast 0.1,,,alive,,2018-12-03,,,None,SWTZ,[],2021-07-21T10:11:42.675051Z,CITATION NEEDED - https://xkcd.com/285/,[]
43803,KLYF-4722-0218-1441-3015,JY1Sat,"Jordan-OSCAR 97
JO-97",,alive,,2018-12-03,,,None,JOR,[],2021-07-21T10:11:42.677561Z,CITATION NEEDED - https://xkcd.com/285/,[]
43804,MUVJ-0454-0662-1172-2559,Suomi 100,,,alive,,2018-12-03,,,None,FIN,[],2021-07-21T10:11:42.680172Z,CITATION NEEDED - https://xkcd.com/285/,[]
43805,BYLD-5095-5765-9404-4681,al-Farabi-2,UN1GWA,,alive,,2018-12-03,,,None,KAZ,[],2021-07-21T10:11:42.682666Z,CITATION NEEDED - https://xkcd.com/285/,[]
43809,DYBD-8638-9272-8158-5486,Centauri-1,,,alive,,2018-12-03,,,None,AUS,[],2021-07-21T10:11:42.685187Z,CITATION NEEDED - https://xkcd.com/285/,[]
43814,LDAB-6354-6935-7024-4067,PW-Sat2,,satellites/pwsat.png,re-entered,2021-02-23,2018-12-03,,,None,POL,[{'decoder': 'pwsat2'}],2021-07-21T10:11:42.687724Z,CITATION NEEDED - https://xkcd.com/285/,[]
43855,GYLI-0056-5213-2621-8146,CHOMPTT,,satellites/chomptt__1.jpg,alive,,2018-12-16,2018-12-16T00:00:00Z,https://guidebook.com/guide/18114/poi/1931378/,None,US,[{'decoder': 'chomptt'}],2021-07-21T10:11:42.690053Z,CITATION NEEDED - https://xkcd.com/285/,[]
43856,WSKN-9493-7628-4683-4260,CP11 (ISX),,,alive,,2018-12-16,,,None,US,[],2021-07-21T10:11:42.692476Z,CITATION NEEDED - https://xkcd.com/285/,[]
43857,NDGB-5161-5512-0236-5364,Da Vinci,,satellites/cubesat_300x300.png,alive,,2018-12-16,,,None,US,[],2021-07-21T10:11:42.694783Z,CITATION NEEDED - https://xkcd.com/285/,[]
43879,VLTM-4130-8711-4931-9078,D-Star ONE iSat,DP1GOS,,alive,,2018-12-27,,,None,GER,[],2021-07-21T10:11:42.697002Z,CITATION NEEDED - https://xkcd.com/285/,[]
43880,WDIT-2736-3800-1720-7555,UWE-4,DP0UWH,,alive,,2018-12-27,,,None,GER,[{'decoder': 'uwe4'}],2021-07-21T10:11:42.699432Z,CITATION NEEDED - https://xkcd.com/285/,[]
43881,QTXY-8933-7836-7484-6250,D-Star ONE Sparrow,DP1GOS,,alive,,2018-12-27,,,None,GER,[],2021-07-21T10:11:42.701727Z,CITATION NEEDED - https://xkcd.com/285/,[]
43907,OPKX-9983-8095-6593-6710,ZACUBE-2,,,alive,,2018-12-27,,,None,SAFR,[],2021-07-21T10:11:42.703712Z,CITATION NEEDED - https://xkcd.com/285/,[]
43908,QXDQ-9755-0160-9983-1765,LUME-1,LUME-I,,alive,,2018-12-27,,,None,SPN,[],2021-07-21T10:11:42.705301Z,CITATION NEEDED - https://xkcd.com/285/,[]
43933,FTGL-8131-7728-0174-9617,OrigamiSat-1,"FO-98
JS1YAX
Fuji-OSCAR 98",,alive,,2019-01-18,,,None,JPN,[{'decoder': 'origamisat1'}],2021-07-21T10:11:42.707013Z,CITATION NEEDED - https://xkcd.com/285/,[]
43935,PUYT-6109-4558-2471-5378,Microdragon,,,alive,,2019-01-18,,https://vnsc.org.vn/en/projects/microdragon-satellite-project/,None,VTNM,[],2021-07-21T10:11:42.708537Z,CITATION NEEDED - https://xkcd.com/285/,[]
43937,MCYZ-8515-1099-2288-3521,NEXUS,JS1WAV FO-99 Fuji-OSCAR 99,satellites/nexus__1.jpg,alive,,2019-01-18,,http://sat.aero.cst.nihon-u.ac.jp/nexus/E0_Top.html,None,JPN,[],2021-08-25T06:22:14.927189Z,CITATION NEEDED - https://xkcd.com/285/,[]
43940,HYSI-6582-0584-6522-0844,AOBA VELOX-IV,,,alive,,2019-01-18,,,None,SGJP,[],2021-07-21T10:11:42.711459Z,CITATION NEEDED - https://xkcd.com/285/,[]
43943,IEIM-2934-8076-7415-9008,JILIN-01-09,Jilin-1 Guanpu-01 (Jilin-1 GP-01),satellites/jilin-1-hyperspectral-01__2.jpg,alive,,2019-01-21,,,CIOMP,PRC,[],2021-07-21T10:11:42.712991Z,CITATION NEEDED - https://xkcd.com/285/,[]
43946,YPYT-1743-9336-7675-2085,JILIN-01-10,Jilin-1 Guanpu-02 /Jilin-1 GP-01),satellites/jilin-1-hyperspectral-01__2_HYVMd5B.jpg,alive,,2019-01-21,,,CIOMP,PRC,[],2021-07-21T10:11:42.714678Z,CITATION NEEDED - https://xkcd.com/285/,[]
44030,FCSZ-8739-3200-7406-9928,Delphini-1,AUSAT 1,,re-entered,2021-03-14,1998-11-20,,,None,DEN,[],2021-07-21T10:11:42.716117Z,CITATION NEEDED - https://xkcd.com/285/,[]
44045,XJIF-4712-8503-0953-1790,MySat-1,,satellites/mysat-1-cropped.png,alive,,2018-11-17,2019-02-13T00:00:00Z,https://twitter.com/MYSAT_2,None,UAE,[{'decoder': 'mysat'}],2021-07-21T10:11:42.717727Z,CITATION NEEDED - https://xkcd.com/285/,[]
44046,NSQG-5490-3116-4627-5828,KickSat-2,,,re-entered,2019-04-02,2018-11-17,,,None,US,[],2021-07-21T10:11:42.719762Z,CITATION NEEDED - https://xkcd.com/285/,[]
44083,PEJT-8424-9765-0690-4476,Astrocast 0.2,HB9GSF,,alive,,2019-04-01,,,None,SWTZ,[],2021-07-21T10:11:42.722075Z,CITATION NEEDED - https://xkcd.com/285/,[]
44103,RERZ-6166-7809-6282-7939,AISTECHSAT-3,Danu Pathfinder,,alive,,2019-04-01,,http://www.aistechspace.com/,None,SPN,[],2021-07-21T10:11:42.724625Z,CITATION NEEDED - https://xkcd.com/285/,[]
44104,REOV-6010-1704-2080-0327,AISAT-1,,,alive,,2019-04-01,,,None,IND,[],2021-07-21T10:11:42.727088Z,CITATION NEEDED - https://xkcd.com/285/,[]
44109,TMBM-0361-0702-7974-9574,M6P,,,alive,,2019-04-01,,,None,LTU,[],2021-07-21T10:11:42.729538Z,CITATION NEEDED - https://xkcd.com/285/,[]
44329,DAYF-8008-3500-7638-0985,Raavana-1,JG6YLG,,re-entered,2021-10-03,1998-11-20,,,None,LKA,[],2021-10-09T01:06:52.159225Z,CITATION NEEDED - https://xkcd.com/285/,[]
44330,OZTE-8267-1332-2799-5699,Uguisu,JG6YLE,,re-entered,2021-10-07,1998-11-20,,,None,JPN,[],2021-10-10T07:58:42.559660Z,CITATION NEEDED - https://xkcd.com/285/,[]
44331,NNNQ-5861-2134-5231-3624,NepaliSat-1,JG6YLF,,re-entered,2021-10-03,1998-11-20,,,None,NPL,[],2021-10-09T01:11:12.895378Z,CITATION NEEDED - https://xkcd.com/285/,[]
44332,CTBA-1366-4412-2214-9843,SpooQy-1,,,re-entered,2021-10-16,1998-11-20,,,None,SING,[],2021-10-22T08:23:52.269752Z,CITATION NEEDED - https://xkcd.com/285/,[]
44339,KEHF-2475-1116-3928-7492,Prox-1,Nanosat-7,satellites/original.png,alive,,2019-06-25,,,None,US,[],2021-07-21T10:11:42.739430Z,CITATION NEEDED - https://xkcd.com/285/,[]
44350,AGXN-0655-5227-5580-8313,FORMOSAT 7-4,,,alive,,2019-06-25,,,None,ROC,[],2021-07-21T10:11:42.741335Z,CITATION NEEDED - https://xkcd.com/285/,[]
44352,RHUX-5355-9162-3098-2723,ARMADILLO,,,alive,,2019-06-25,,,None,US,[{'decoder': 'armadillo'}],2021-07-21T10:11:42.743301Z,CITATION NEEDED - https://xkcd.com/285/,[]
44354,NSIX-5794-4320-6173-0330,PSAT-2,NO-104,satellites/Screenshot_from_2019-07-19_21-51-31.png,alive,,2019-06-25,,,None,US,[],2021-07-21T10:11:42.745161Z,CITATION NEEDED - https://xkcd.com/285/,[]
44355,XWQN-8491-1910-3675-2960,BRICSat-2,"USNA-P1, USNAP1, NO-103",,alive,,2019-06-25,,,None,US,[],2021-07-21T10:11:42.746981Z,CITATION NEEDED - https://xkcd.com/285/,[]
44356,PYOC-7373-5476-5036-0283,TBEX-A,,,re-entered,2021-03-09,2019-06-25,,,None,US,[{'decoder': 'mxl'}],2021-07-21T10:11:42.748781Z,CITATION NEEDED - https://xkcd.com/285/,[]
44359,PHAW-0441-2366-3085-1098,TBEX-B,,,re-entered,2021-02-22,2019-06-25,,,None,US,[{'decoder': 'mxl'}],2021-07-21T10:11:42.750598Z,CITATION NEEDED - https://xkcd.com/285/,[]
44360,RDRK-2196-1112-4228-3474,CP9 (LEO),,,re-entered,2021-10-28,2019-06-25,,https://www.polysat.org/launched,None,US,[],2021-11-05T08:32:49.919993Z,CITATION NEEDED - https://xkcd.com/285/,[]
44365,WBJA-6977-6678-2578-1332,PAINANI-1,,satellites/painani-1.png,alive,,2019-06-29,,,None,MEX,[{'decoder': 'painani'}],2021-07-21T10:11:42.754186Z,CITATION NEEDED - https://xkcd.com/285/,[]
44369,DYYY-0442-0736-6026-2557,ACRUX-1,,satellites/MSP_ACRUX-1_reduced-file-size.png,alive,,2019-06-29,,,None,AUS,[{'decoder': 'acrux1'}],2021-07-21T10:11:42.756001Z,CITATION NEEDED - https://xkcd.com/285/,[]
44387,DNDH-4105-0956-2682-2917,METEOR M-2-2,,,alive,,2019-07-05,,,None,CIS,[],2021-07-21T10:11:42.757743Z,CITATION NEEDED - https://xkcd.com/285/,[]
44392,MEPL-6325-0282-8405-8739,VDNH-80,,,alive,,2019-07-05,,,None,CIS,[],2021-07-21T10:11:42.759538Z,CITATION NEEDED - https://xkcd.com/285/,[]
44393,BHTH-8781-5917-5607-8999,D-STAR ONE (LIGHTSAT),,,alive,,2019-07-05,,,None,GER,[],2021-07-21T10:11:42.761264Z,CITATION NEEDED - https://xkcd.com/285/,[]
44394,WPER-8728-6476-4000-7514,AMGU-1,AMURSAT,,alive,,2019-07-05,,,None,CIS,[],2021-07-21T10:11:42.763003Z,CITATION NEEDED - https://xkcd.com/285/,[]
44398,NLLB-8107-5146-3533-6638,MOVE-IIb,DP0MVB,,alive,,2019-07-05,,,None,GER,[],2021-07-21T10:11:42.764749Z,CITATION NEEDED - https://xkcd.com/285/,[]
44400,RIHL-0447-5306-4769-4350,SONATE,,,alive,,2019-07-05,,,None,GER,[],2021-07-21T10:11:42.766501Z,CITATION NEEDED - https://xkcd.com/285/,[]
44404,IPTZ-9488-2539-2078-1418,SOKRAT,,,alive,,2019-07-05,,,None,CIS,[],2021-07-21T10:11:42.768172Z,CITATION NEEDED - https://xkcd.com/285/,[]
44406,TVOC-6469-7409-1625-2760,Lucky-7,OK0SAT,satellites/lucky-7.jpg,alive,,2019-07-05,2019-07-05T00:00:00Z,http://www.lucky7satellite.org/,None,CZCH,[],2021-07-21T10:11:42.769868Z,CITATION NEEDED - https://xkcd.com/285/,[]
44412,FVTP-0768-5406-9405-1618,BEESAT-9,DP0BEM,satellites/csm_BEESAT-4_FM_2_12dc8496e0.png,alive,,2019-07-05,,https://www.raumfahrttechnik.tu-berlin.de/menue/research/current_projects/beesat_9/parameter/en/,TU Berlin,GER,[],2021-07-21T10:11:42.771618Z,CITATION NEEDED - https://xkcd.com/285/,[]
44418,PAVN-7347-0969-1067-1772,NARSSCube-2,,,alive,,2019-04-17,,,None,US,[],2021-07-21T10:11:42.773562Z,CITATION NEEDED - https://xkcd.com/285/,[]
44419,FLRT-9057-4077-2524-9105,JAISAT-1,,,alive,,2019-07-05,,,None,THAI,[],2021-07-21T10:11:42.775343Z,CITATION NEEDED - https://xkcd.com/285/,[]
